exp_name,time,record_id,num_srcs,src_ids,doas_est_idx,doas_ref_idx,doas_ref_az,doas_est_az,doas_ref_el,doas_est_el,errors,frame_id,target_doa,n_sources,duration,snr,noise_type,add_reverberation,mc_seed,method_id,loc_method,freq_min,freq_max,sv_method,nObs,seed,sv_normalization
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1_srp_phat_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",20250307-155249,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-20,alpha-0.8,False,1,"srp_phat_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",srp_phat,200,4000,gp-steerer,64,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1_srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",20250307-155249,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-20,alpha-0.8,False,1,"srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",srp_phat,200,4000,gp-steerer,128,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1_srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",20250307-155249,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-20,alpha-0.8,False,1,"srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",srp_phat,200,4000,gp-steerer,128,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1_srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-666_norm-True",20250307-155249,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--20_noise-alpha-0.8_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-20,alpha-0.8,False,1,"srp_phat_freqs-[200, 4000]_gp-steerer_nObs-128_seed-666_norm-True",srp_phat,200,4000,gp-steerer,128,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_ref_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_ref_nObs-8_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,ref,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_alg_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,0,57,5.969026041820607,0.0,1.5707963267948966,1.5707963267948966,0.3141592653589795,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_alg_nObs-8_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,alg,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-42_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-42_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,8,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-666_norm-True",20250307-155253,s0,1,0,56,57,5.969026041820607,5.8643062867009474,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-8_seed-666_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,8,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-13_norm-True",20250307-155253,s0,1,0,56,57,5.969026041820607,5.8643062867009474,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,16,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-42_norm-True",20250307-155253,s0,1,0,3,57,5.969026041820607,0.3141592653589793,1.5707963267948966,1.5707963267948966,0.6283185307179588,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-42_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,16,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-666_norm-True",20250307-155253,s0,1,0,3,57,5.969026041820607,0.3141592653589793,1.5707963267948966,1.5707963267948966,0.6283185307179588,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-16_seed-666_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,16,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-13_norm-True",20250307-155253,s0,1,0,59,57,5.969026041820607,6.178465552059927,1.5707963267948966,1.5707963267948966,0.2094395102393198,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,32,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-42_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-42_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,32,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-666_norm-True",20250307-155253,s0,1,0,56,57,5.969026041820607,5.8643062867009474,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-32_seed-666_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,32,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,64,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-42_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-42_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,64,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",20250307-155253,s0,1,0,56,57,5.969026041820607,5.8643062867009474,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,64,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,128,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,128,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-666_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"alpha-1.2_beta-2_eps-1E-3_iter-500_freqs-[200, 4000]_gp-steerer_nObs-128_seed-666_norm-True",alpha-1.2_beta-2_eps-1E-3_iter-500,200,4000,gp-steerer,128,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_ref_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_ref_nObs-8_seed-13_norm-True",music_s-1,200,4000,ref,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_alg_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,55,57,5.969026041820607,5.759586531581287,1.5707963267948966,1.5707963267948966,0.2094395102393198,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_alg_nObs-8_seed-13_norm-True",music_s-1,200,4000,alg,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-13_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-13_norm-True",music_s-1,200,4000,gp-steerer,8,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-42_norm-True",20250307-155253,s0,1,0,59,57,5.969026041820607,6.178465552059927,1.5707963267948966,1.5707963267948966,0.2094395102393198,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-42_norm-True",music_s-1,200,4000,gp-steerer,8,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-666_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-8_seed-666_norm-True",music_s-1,200,4000,gp-steerer,8,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-13_norm-True",music_s-1,200,4000,gp-steerer,16,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-42_norm-True",20250307-155253,s0,1,0,59,57,5.969026041820607,6.178465552059927,1.5707963267948966,1.5707963267948966,0.2094395102393198,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-42_norm-True",music_s-1,200,4000,gp-steerer,16,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-666_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-16_seed-666_norm-True",music_s-1,200,4000,gp-steerer,16,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-13_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-13_norm-True",music_s-1,200,4000,gp-steerer,32,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-42_norm-True",20250307-155253,s0,1,0,59,57,5.969026041820607,6.178465552059927,1.5707963267948966,1.5707963267948966,0.2094395102393198,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-42_norm-True",music_s-1,200,4000,gp-steerer,32,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-666_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-32_seed-666_norm-True",music_s-1,200,4000,gp-steerer,32,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-13_norm-True",music_s-1,200,4000,gp-steerer,64,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-42_norm-True",20250307-155253,s0,1,0,58,57,5.969026041820607,6.073745796940266,1.5707963267948966,1.5707963267948966,0.1047197551196594,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-42_norm-True",music_s-1,200,4000,gp-steerer,64,42,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-64_seed-666_norm-True",music_s-1,200,4000,gp-steerer,64,666,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-128_seed-13_norm-True",music_s-1,200,4000,gp-steerer,128,13,True
"exp-1_nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1_music_s-1_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",20250307-155253,s0,1,0,57,57,5.969026041820607,5.969026041820607,1.5707963267948966,1.5707963267948966,0.0,nSrc-1_doas-[57]_type-speech-duration-0.5-snr--10_noise-awgn_reverb-False_mc-1,"[1.5707963267948966, 5.969026041820607]",1,0.5,-10,awgn,False,1,"music_s-1_freqs-[200, 4000]_gp-steerer_nObs-128_seed-42_norm-True",music_s-1,200,4000,gp-steerer,128,42,True
